channel,mean_coherence_all_freqs,std_coherence_all_freqs,max_coherence,freq_at_max_coherence,band_mean_coherence,band_std_coherence,band_valid_bins,band_total_bins,band_nan_fraction,time_domain_corr,std,rms
H1_IMC_WFS_B_Q_YAW_OUT_DQ,0.031196402771091095,0.07399227677733498,0.9442850158816111,60.0,0.295146313859389,0.2102655289829792,41,41,0.0,-7.241306566427175e-07,824.8569447767536,839.4812487123858
H1_IMC_WFS_A_DC_YAW_OUT_DQ,0.032004732657403154,0.07411965570902698,0.9587676612773384,60.0,0.2950847365056213,0.21019343219222014,41,41,0.0,9.306120658771063e-08,0.044688346714960595,0.045109125189440026
H1_PEM_CS_ACC_PSL_PERISCOPE_X_DQ,0.031174535422207203,0.06268376640985403,0.7506409319311126,177.0,0.294700001955633,0.21198584827565267,41,41,0.0,-4.02576235641546e-05,166.75783467869294,166.8015691808616
H1_IMC_WFS_B_DC_YAW_OUT_DQ,0.021801781576394928,0.07168800577139484,0.9318056051055318,60.0,0.29287099662661736,0.21017334499793894,41,41,0.0,-2.6307601077857437e-05,0.021500139824174105,0.1337859351629434
H1_IMC_DOF_4_Y_IN1_DQ,0.0218017853303094,0.07168801099388862,0.9318056395978207,60.0,0.2928709858785813,0.21017336044613563,41,41,0.0,-2.6307632525274725e-05,0.0008600055930313859,0.005351437406517158
H1_PEM_CS_ACC_PSL_TABLE1_X_DQ,0.025139388226039124,0.05999376798083841,0.7270330089014725,121.5,0.29282403978617394,0.21113711181288494,41,41,0.0,-4.714272804362318e-05,46.2546790097178,46.29707456361188
H1_IMC_DOF_1_Y_IN1_DQ,0.018834409760613593,0.07103922559233286,0.9342052824544776,60.0,0.29235614921747954,0.210781657881665,41,41,0.0,-3.4044351584917045e-05,0.5236870777488987,0.5250758701042794
H1_IMC_WFS_B_I_YAW_OUT_DQ,0.018758724722185698,0.07101887010626548,0.9343322727687878,60.0,0.29232758092485445,0.21081490077203283,41,41,0.0,3.4661418914844205e-05,195.38281769596676,195.874952706603
H1_IMC_WFS_B_Q_PIT_OUT_DQ,0.023811235606420716,0.06813137853110174,0.773579873499658,60.0,0.2902061244586255,0.21037113482398653,41,41,0.0,-9.751174689267893e-05,899.5077424271302,1420.843172476075
H1_LSC_REFL_SERVO_CTRL_OUT_DQ,0.016626008277211148,0.07122460163918012,0.9892836203576174,60.0,0.28668623793271353,0.21115765878184586,41,41,0.0,0.000262141821830747,1.1687364957789992,4.888520378650061
H1_LSC_MCL_OUT_DQ,0.016550094103260162,0.07117826970764064,0.9892612069824133,60.0,0.2866177880349002,0.21117657171499737,41,41,0.0,1.2654022208565015e-05,13.397154507594887,13.397165089408018
H1_LSC_MCL_IN1_DQ,0.01660297193894249,0.0712162128932522,0.9892484529540863,60.0,0.2866105199843438,0.21116597209939642,41,41,0.0,0.0009163202896914716,12.209604601099555,12.2096046261033
H1_LSC_REFL_SERVO_ERR_OUT_DQ,0.016251685481602995,0.07091348348634803,0.9886767339698627,60.0,0.2856567469218016,0.2112220292451615,41,41,0.0,-0.0009418920817651792,0.00040020391507515076,0.0025932395871715104
H1_PEM_CS_ACC_PSL_TABLE1_Z_DQ,0.024872245966026153,0.059508951355879774,0.730995799477257,177.0,0.2855341318221233,0.2162661191090681,41,41,0.0,-0.0002295857792203455,43.203654834036406,43.301749594961876
H1_IMC_DOF_2_Y_IN1_DQ,0.013719823313599453,0.06748011801251028,0.9225838136293367,60.0,0.2830173333294421,0.2121952612231378,41,41,0.0,4.434851768791084e-05,0.9840254668730116,0.9842168010534049
H1_IMC_L_OUT_DQ,0.022895977080522618,0.07617149265251635,0.9637666055791584,60.0,0.2807027633863529,0.21384401557166385,41,41,0.0,-1.4241597527456264e-05,1671.0183349576869,1715.8781216517668
H1_IMC_F_OUT_DQ,0.023016400711881272,0.07611866678244276,0.9635491809830652,60.0,0.2806877968789738,0.2138725974259884,41,41,0.0,1.4327313430376822e-05,8.539096994088608,8.539123033122262
H1_IMC_WFS_B_I_PIT_OUT_DQ,0.014536383853529605,0.06462013858314376,0.8313532533752662,60.0,0.27901064130982556,0.21212127510484644,41,41,0.0,-0.00010002504622704858,227.58125190153228,227.6487122494652
H1_PSL_PMC_HV_MON_OUT_DQ,0.015856308526163515,0.0668427768530806,0.9482684546613378,180.0,0.2786768229653906,0.21265364892914462,41,41,0.0,-1.2472919839851896e-05,0.003882138966380377,3.698026693650763
H1_IMC_DOF_2_P_IN1_DQ,0.013660173830796462,0.06412677390692269,0.8136323922330476,60.0,0.2782466705452612,0.21316442174954925,41,41,0.0,-9.211908415626197e-05,2.450455546878086,2.456503744445467
H1_IMC_WFS_A_Q_YAW_OUT_DQ,0.016362810843503137,0.06389548314022611,0.7337894998993307,177.0,0.27656281497270135,0.2169976961106698,41,41,0.0,1.1755051283013189e-05,259.04997358244157,717.6013119159184
H1_IMC_WFS_A_DC_PIT_OUT_DQ,0.023072187219626575,0.06398937619968374,0.7264522775523226,177.0,0.2754272982864865,0.2080849653050393,41,41,0.0,-9.7088352034065e-05,0.04217762886413099,0.08307808196466979
H1_PSL_PMC_MIXER_OUT_DQ,0.013281368081916253,0.06953470759196505,0.9431509553706882,180.0,0.27436229134500445,0.2123002095187485,41,41,0.0,-0.0002762788620117872,0.00010002640261230152,0.0003682047903261468
H1_IMC_WFS_A_Q_PIT_OUT_DQ,0.012461385771517675,0.061368677111168286,0.7288317793845196,177.0,0.2734967283068868,0.21303393861598743,41,41,0.0,-4.515018008390118e-06,280.551226691661,883.846422045445
H1_PEM_CS_ACC_PSL_PERISCOPE_Y_DQ,0.0275012547240254,0.06020488474231594,0.7509672057051339,177.0,0.26152078170393184,0.22663466125338913,41,41,0.0,1.8649954759839505e-05,151.70419775765149,151.77589080941272
H1_IMC_DOF_1_P_IN1_DQ,0.00896950658162722,0.05358911920511783,0.6828507833310486,121.5,0.23752419634928318,0.20791629040069617,41,41,0.0,3.123593835190595e-05,0.14095089206256015,0.14255112925797703
H1_HPI_HAM1_BLND_L4C_RY_IN1_DQ,0.008950914670599375,0.04936033861117902,0.7175702743306647,177.0,0.22992625501478392,0.1901959703920624,41,41,0.0,-4.371530389928126e-06,326.34603640941793,327.2994662265016
H1_LSC_PRCL_IN1_DQ,0.015185065372550556,0.06784116478052606,0.9889806655924128,60.0,0.22762611465714214,0.20136186014960036,41,41,0.0,-0.0276586499669733,0.14340711778731016,0.14340711781793425
H1_LSC_POP_A_RF9_I_ERR_DQ,0.015280361556590285,0.06782757801940836,0.9889790668919806,60.0,0.22762288478637918,0.20135549120060214,41,41,0.0,-0.02753968726799709,116.87943683964488,116.87943686574417
H1_LSC_PRCL_OUT_DQ,0.014807040259940637,0.0675023275048968,0.9889761498232714,60.0,0.22762106141240743,0.20135507944681005,41,41,0.0,4.0571630118186675e-05,8887.390633508998,8887.452747593952
H1_PEM_CS_ACC_LVEAFLOOR_BS_Y_DQ,0.006558877632901965,0.04361438357641048,0.6689188281610994,121.5,0.2256259670721648,0.2021674542087747,41,41,0.0,0.00028173881503911987,9.092943398791622,21.24258892364611
